date,asset_0,asset_1,asset_2
2020-01-02,0.016726126849636352,0.013426639354799227,-0.013282959142191797
2020-01-03,-0.0054152515106151424,-0.02995902115272446,-0.0030684029547047775
2020-01-06,0.007182237960210185,0.004744288123389468,-5.1783951543353486e-05
2020-01-07,0.007744074529719048,0.001318724758964297,0.008315554164785502
2020-01-08,-0.00044978512607190803,0.0022819001164727315,0.001391668506197905
2020-01-09,0.00021807813051001696,0.014791966330521308,0.00475969037348143
2020-01-10,-0.010269079198058704,0.01004970400759614,-0.009507041586536185
2020-01-13,-0.007553514284105578,-0.011004285424519762,-0.003715649406075433
2020-01-14,0.014751283195103012,-0.021975565980229768,0.0002196389075325016
2020-01-15,-0.02494581732206332,-0.01884415496172,-0.006888554309511717
2020-01-16,0.02165796314600792,0.016329400626241577,0.016133042119174986
2020-01-17,-0.021367092666642544,-0.01632879678780912,-0.0004634290340763402
2020-01-20,-0.0010518753052600185,0.01322240175678993,0.0039318472007959454
2020-01-21,-0.0036547928617374575,-0.017840450132423656,-0.006557412506053627
2020-01-22,0.020191162124423786,0.009075054821117244,0.013592337687586064
2020-01-23,0.01790509449922801,-0.025443017020058672,0.0006702136359699975
2020-01-24,0.0017363759195248248,-0.06465566186312723,0.021402510617293497
2020-01-27,-0.01736347682603154,-0.011344906771265479,0.0039495368088829546
2020-01-28,0.005287006454408355,0.00898136518935483,-0.001318532644022775
2020-01-29,0.012280554018749076,-0.012133982263077043,0.00018089765118358726
2020-01-30,0.003081319447229504,0.024271493662501382,-0.010063344677998942
2020-01-31,0.00026479137666285293,0.0336699574324533,0.011081658324400745
2020-02-03,0.012656502683809072,0.009874757697310372,-0.007803195154618826
2020-02-04,-0.01590316269869868,0.00608703984557347,-0.01374442360358258
2020-02-05,-0.030352596330629304,-0.039212912048957056,0.0018452321974643654
2020-02-06,-0.003138707618146303,-0.007827784502408532,-0.007250818095992333
2020-02-07,-0.018739026400531076,-0.022488883530667997,0.009522546526662175
2020-02-10,0.006017150861106392,0.01431834241008817,0.006274653336536536
2020-02-11,-0.012947151124073315,-0.0005104786493381995,-0.011777748432917906
2020-02-12,-0.008559046353132831,0.009200992776602869,0.002918429518245536
2020-02-13,-0.018089898021184138,-0.0014558123846363418,-0.025324164684980888
2020-02-14,0.006410936901463123,0.02573251226585912,0.02155040443761147
2020-02-17,0.010085603291786944,0.0059310767571667915,-0.007017686758642021
2020-02-18,-0.008987212527753252,0.031063630225183828,-0.00582694691056462
2020-02-19,-0.016868586725310317,-0.015063492488285604,0.008459407330971678
2020-02-20,-0.003657171224374487,-0.0028250321244459625,0.004048559291430517
2020-02-21,0.009856756293857762,-0.01545131728215085,-0.0030655243063747463
2020-02-24,0.024998625690752854,0.04363726961975401,0.001051195849829974
2020-02-25,0.020787705209802648,-0.008451849110532879,-0.002193244832389623
2020-02-26,0.0008864203948870948,-0.01900538652129589,0.006355422756525017
2020-02-27,-0.012239188648628201,-0.01900722965426764,-0.010459233707389904
2020-02-28,-0.007127055705339233,-0.0225611115241708,0.012788879220544457
2020-03-02,0.015293058888035673,-0.012383055793004999,0.004171229764974209
2020-03-03,-0.005912208777422514,0.03113734196544445,-0.015460763225191363
2020-03-04,-0.02011780454635839,-0.00774394008168058,-0.012031997039463354
2020-03-05,-0.01726054676897444,-0.04358044295410968,0.014163463649044757
2020-03-06,-0.019816213634050724,0.03355049689360408,0.005308563981901977
2020-03-09,0.013736343949415695,0.027447678546392695,0.00599077330903331
2020-03-10,0.019081977645642158,0.01141513103038482,0.022664158950174207
2020-03-11,-0.00576174586437212,-0.009861724376876574,0.00036952515689664053
2020-03-12,0.008613855707806555,0.022831623382265742,0.0009833792158147284
